project,training_mode,size,run_id,run_name,state,url,step,timestamp,runtime,train_accuracy,val_accuracy
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,27450,1762425361.5294015,11181.525245428085,0.6627280027532408,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,27500,1762425381.3564906,11201.35233449936,0.6605664995920271,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,27520,1762425388.7971485,11208.79299235344,,0.4231421179409403
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,27550,1762425401.0220377,11221.017881631851,0.6631419939577039,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,27600,1762425420.683722,11240.679565906525,0.6732417517905366,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,27650,1762425440.8713255,11260.867169380188,0.6627572726227434,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,27700,1762425461.218658,11281.214501857758,0.663034658629883,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,27750,1762425481.391406,11301.387249946594,0.6650086755349913,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,27800,1762425502.128703,11322.1245470047,0.6511522819701763,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,27850,1762425521.5409617,11341.53680562973,0.6600606201911867,
